10
-2525.000000	-1428.000000	4115.000000	3397.000000	4187.000000	2450.000000	-3814.000000	-4978.000000	-1697.000000	2162.000000	2050.000000	
-1631.000000	-1802.000000	-2511.000000	-2444.000000	-2635.000000	411.000000	-256.000000	3632.000000	3498.000000	-1474.000000	2358.000000	
-3723.000000	625.000000	1819.000000	2004.000000	1704.000000	2136.000000	-573.000000	4726.000000	-3177.000000	-240.000000	-4435.000000	
-1683.000000	849.000000	2001.000000	-30.000000	419.000000	1252.000000	3161.000000	3317.000000	2541.000000	1076.000000	924.000000	
-3932.000000	99.000000	-104.000000	-207.000000	-1253.000000	4594.000000	-520.000000	2026.000000	690.000000	-4472.000000	-1929.000000	
-2693.000000	4363.000000	-2789.000000	-3844.000000	3855.000000	-3497.000000	4802.000000	-2634.000000	2203.000000	-1375.000000	1700.000000	
-4652.000000	-3359.000000	3661.000000	-379.000000	1901.000000	1676.000000	2597.000000	-2051.000000	508.000000	3222.000000	129.000000	
-3811.000000	-4106.000000	-2357.000000	-4512.000000	-3092.000000	-1734.000000	4380.000000	-1095.000000	1926.000000	-3724.000000	-1240.000000	
-2362.000000	-4664.000000	4869.000000	3420.000000	-890.000000	14.000000	2488.000000	-943.000000	4251.000000	-928.000000	3668.000000	
-4181.000000	-2780.000000	-2022.000000	-2944.000000	121.000000	932.000000	3613.000000	4161.000000	-2821.000000	-2278.000000	-4191.000000	
